"Futbolista_ID";"Reputación actual(9999)";"Reputación nacional (9999)";"Reputación mundial(9999)"
"4180";"6150";"5027";"2975"
"4181";"6149";"6149";"3899"
"4182";"6113";"6113";"2516"
"4183";"6154";"6152";"4250"
"4184";"6097";"6097";"2877"
"4185";"5989";"5989";"3939"
"4186";"6150";"4907";"4390"
"4187";"6150";"6250";"5450"
"4188";"6150";"5900";"1500"
"4189";"6150";"6150";"4900"
"4190";"6124";"6124";"2743"
"4191";"6157";"6157";"4003"
"4192";"6076";"6076";"3541"
"4193";"6400";"6150";"4750"
"4194";"6150";"6150";"5650"
"4195";"6250";"5900";"2750"
"4196";"6140";"6140";"2658"
"4197";"5940";"5940";"3184"
"4198";"5250";"5132";"2679"
"4199";"6150";"6150";"4250"
"4200";"6150";"6150";"3650"
"4201";"6150";"6150";"6000"
"4202";"5910";"5910";"4081"
"4203";"6166";"6304";"3405"
"4204";"6008";"6252";"4502"
"4205";"5867";"5867";"3069"
"4206";"6299";"6499";"4449"
"4207";"6150";"6150";"3800"
"4208";"6332";"5699";"4499"
"4209";"6139";"6139";"4490"
"4210";"6143";"6143";"3257"
"4211";"5850";"5850";"1500"
"4212";"6150";"6150";"4151"
"4213";"6199";"6199";"3234"
"4214";"6050";"6050";"3400"
"4215";"5850";"5850";"3850"
"4216";"6149";"6499";"4999"
"4217";"6150";"6150";"5150"
"4218";"6150";"6150";"4100"
"4219";"6050";"6150";"3754"
"4220";"6138";"6138";"3040"
"4221";"6500";"6500";"4100"
"4222";"6163";"6163";"4231"
"4223";"6150";"6400";"3751"
"4224";"6150";"6150";"3000"
"4225";"6000";"6000";"3250"
"4226";"6000";"6200";"4250"
"4227";"6150";"5107";"4238"
"4228";"6150";"5600";"4650"
"4229";"6186";"6186";"3708"
"4230";"6148";"6148";"3648"
"4231";"6150";"6400";"4500"
"4232";"5999";"5351";"5036"
"4233";"6238";"6186";"4203"
"4234";"6150";"5750";"4650"
"4235";"6150";"6150";"3250"
"4236";"6127";"6027";"4035"
"4237";"6350";"6650";"5500"
"4238";"6088";"6088";"3491"
"4239";"6150";"6150";"3650"
"4240";"6125";"6125";"2761"
"4241";"6129";"6137";"3637"
"4242";"6150";"6150";"4150"
"4243";"6194";"6194";"3162"
"4244";"6003";"6003";"2541"
"4245";"5550";"4987";"2056"
"4246";"6000";"6000";"3250"
"4247";"6165";"6165";"6004"
"4248";"6050";"6097";"3826"
"4249";"6150";"6150";"3700"
"4250";"5967";"5967";"3381"
"4251";"5991";"5991";"3740"
"4252";"6222";"6222";"3363"
"4253";"6120";"6120";"3280"
"4254";"6050";"6050";"3500"
"4255";"5745";"4475";"2892"
"4256";"6126";"6005";"2524"
"4257";"6265";"6265";"3446"
"4258";"6150";"6150";"2500"
"4259";"6135";"6135";"3270"
"4260";"6150";"6150";"3263"
"4261";"6150";"6150";"4750"
"4262";"6071";"6063";"3763"
"4263";"6147";"6147";"4647"
"4264";"6246";"6246";"4001"
"4265";"6200";"6200";"3750"
"4266";"6149";"6149";"3907"
"4267";"6150";"6150";"4150"
"4268";"5900";"5900";"5000"
"4269";"6069";"6069";"2237"
"4270";"6150";"6150";"5200"
"4271";"5900";"5900";"2000"
"4272";"6058";"6058";"3596"
"4273";"6061";"6061";"3368"
"4274";"6150";"6150";"4650"
"4275";"6149";"6149";"4249"
"4276";"6139";"6139";"3567"
"4277";"6000";"6000";"2750"
"4278";"6150";"6150";"4002"
"4279";"6178";"6161";"3425"
"4280";"6143";"5943";"4843"
"4281";"5697";"5697";"3072"
"4282";"6000";"6000";"3900"
"4283";"6200";"6200";"3602"
"4284";"6150";"6150";"4650"
"4285";"6243";"6779";"5584"
"4286";"6154";"6150";"3757"
"4287";"6100";"6050";"4000"
"4288";"6128";"6178";"3742"
"4289";"6038";"6438";"4213"
"4290";"6150";"6400";"5250"
"4291";"5150";"5188";"3022"
"4292";"5900";"4747";"2869"
"4293";"6250";"6250";"5400"
"4294";"6150";"6150";"3202"
"4295";"6150";"6150";"4700"
"4296";"5999";"6149";"5249"
"4297";"6008";"6008";"4253"
"4298";"6150";"5813";"4563"
"4299";"6187";"6187";"3987"
"4300";"6029";"6029";"3056"
"4301";"6150";"6150";"3950"
"4302";"6150";"5323";"4017"
"4303";"6251";"6251";"3450"
"4304";"6150";"6150";"4500"
"4305";"6150";"6150";"4150"
"4306";"6147";"6147";"3547"
"4307";"6150";"6650";"5150"
"4308";"6143";"6243";"4743"
"4309";"6294";"6263";"3499"
"4310";"5608";"5630";"4030"
"4311";"6142";"6142";"2242"
"4312";"6150";"6150";"3900"
"4313";"6150";"5800";"3500"
"4314";"6000";"6250";"5000"
"4315";"5867";"5878";"2228"
"4316";"6150";"6150";"5700"
"4317";"6239";"6239";"4495"
"4318";"6150";"6350";"4400"
"4319";"6150";"5512";"4509"
"4320";"6060";"6075";"3425"
"4321";"6014";"6107";"4157"
"4322";"5738";"5738";"5242"
"4323";"5489";"5503";"3994"
"4324";"6150";"6150";"3250"
"4325";"5952";"5952";"3233"
"4326";"6138";"6138";"3218"
"4327";"6100";"6100";"4500"
"4328";"5628";"5978";"3739"
"4329";"6100";"5432";"4616"
"4330";"5800";"5800";"3050"
"4331";"6067";"5281";"3198"
"4332";"5850";"5850";"3500"
"4333";"5950";"5950";"4251"
"4334";"6100";"6100";"2700"
"4335";"6100";"6100";"4500"
"4336";"6100";"6100";"5500"
"4337";"6111";"6111";"3256"
"4338";"6100";"6100";"3250"
"4339";"6100";"6100";"4107"
"4340";"6162";"6162";"3078"
"4341";"6100";"6781";"3922"
"4342";"6100";"6100";"4000"
"4343";"6000";"6000";"2750"
"4344";"6025";"6013";"3513"
"4345";"6100";"6100";"3500"
"4346";"6067";"6082";"4132"
"4347";"6086";"6086";"3102"
"4348";"6100";"6100";"4102"
"4349";"6100";"6100";"3750"
"4350";"6100";"6100";"3500"
"4351";"6000";"6350";"5250"
"4352";"6050";"6050";"2950"
"4353";"5994";"6094";"3994"
"4354";"6021";"5771";"4268"
"4355";"5964";"5964";"2914"
"4356";"5850";"5850";"3750"
"4357";"6000";"6000";"3400"
"4358";"5921";"5921";"2830"
"4359";"6134";"6134";"4247"
"4360";"5995";"5995";"3800"
"4361";"6185";"6185";"3540"
"4362";"6100";"5290";"4709"
"4363";"6100";"6100";"4000"
"4364";"6100";"5136";"5159"
"4365";"6071";"6071";"3038"
"4366";"6096";"6096";"3496"
"4367";"6100";"6100";"4650"
"4368";"5500";"6100";"4000"
"4369";"6067";"6067";"4341"
"4370";"5800";"5800";"5000"
"4371";"6100";"6100";"4500"
"4372";"6100";"6650";"5500"
"4373";"5947";"5947";"3513"
"4374";"5500";"5298";"3027"
"4375";"5763";"5763";"3158"
"4376";"6104";"6104";"3337"
"4377";"5800";"6100";"3800"
"4378";"6012";"6012";"3025"
"4379";"6270";"6248";"3788"
"4380";"5850";"6150";"4150"
"4381";"6250";"6250";"3550"
"4382";"6100";"6100";"3100"
"4383";"6156";"6156";"4225"
"4384";"6174";"6174";"3789"
"4385";"5720";"5720";"2782"
"4386";"6100";"6150";"3802"
"4387";"6100";"6100";"4250"
"4388";"6100";"5600";"5250"
"4389";"6127";"5732";"4082"
"4390";"6100";"6100";"4600"
"4391";"6104";"5902";"5102"
"4392";"6100";"6400";"5250"
"4393";"6100";"6100";"4000"
"4394";"6062";"6077";"3235"
"4395";"6090";"6090";"5157"
"4396";"6100";"6100";"4250"
"4397";"6100";"6100";"5800"
"4398";"6200";"6200";"5000"
"4399";"6099";"6099";"3759"
"4400";"6000";"6000";"4500"
"4401";"6100";"6100";"3514"
"4402";"6100";"6100";"4250"
"4403";"6100";"6100";"3900"
"4404";"6158";"6154";"4154"
"4405";"6100";"6100";"3200"
"4406";"6122";"6122";"3262"
"4407";"6100";"5750";"4100"
"4408";"6050";"6050";"3250"
"4409";"6200";"6826";"4928"
"4410";"6098";"6098";"4098"
"4411";"6100";"6100";"3250"
"4412";"4737";"5366";"3342"
"4413";"6109";"6109";"3505"
"4414";"6100";"6100";"4000"
"4415";"6050";"6300";"3300"
"4416";"6170";"6170";"4287"
"4417";"6126";"6110";"5120"
"4418";"6100";"5900";"4500"
"4419";"6080";"6068";"2796"
"4420";"6100";"6100";"5500"
"4421";"6000";"5750";"3250"
"4422";"6100";"5750";"4250"
"4423";"6100";"5048";"4171"
"4424";"6100";"6100";"3700"
"4425";"6000";"6250";"3000"
"4426";"6000";"6250";"4750"
"4427";"6100";"6100";"3900"
"4428";"6150";"6150";"3950"
"4429";"5750";"6000";"4250"
"4430";"6050";"6050";"3250"
"4431";"6100";"6100";"3757"
"4432";"6100";"6100";"4750"
"4433";"6100";"6100";"5500"
"4434";"6100";"6100";"4100"
"4435";"6000";"6000";"3000"
"4436";"6079";"6263";"3328"
"4437";"6099";"5246";"2610"
"4438";"6100";"6100";"2500"
"4439";"6395";"5895";"2495"
"4440";"6421";"6421";"3497"
"4441";"6100";"6100";"3800"
"4442";"6100";"5950";"4100"
"4443";"6100";"5500";"5200"
"4444";"6100";"6100";"5750"
"4445";"6072";"6722";"4982"
"4446";"6065";"6065";"4331"
"4447";"6086";"6086";"4087"
"4448";"6400";"6228";"4864"
"4449";"6100";"6100";"4600"
"4450";"6200";"6200";"3250"
"4451";"5750";"5750";"3250"
"4452";"5750";"5750";"3000"
"4453";"6100";"6000";"4750"
"4454";"6166";"6166";"3289"
"4455";"6100";"6100";"4100"
"4456";"5767";"5795";"3012"
"4457";"6151";"6151";"3274"
"4458";"6250";"6000";"4250"
"4459";"5891";"5454";"4199"
"4460";"5750";"6742";"3745"
"4461";"6126";"6126";"3517"
"4462";"6230";"5491";"3499"
"4463";"6100";"6100";"3850"
"4464";"6200";"6200";"5750"
"4465";"6097";"5597";"5097"
"4466";"6034";"6034";"4275"
"4467";"6100";"6100";"5450"
"4468";"6100";"6200";"4550"
"4469";"6100";"6100";"3006"
"4470";"6100";"6100";"4450"
"4471";"6133";"6133";"800"
"4472";"6127";"6127";"4133"
"4473";"6100";"6100";"4450"
"4474";"6000";"6000";"3150"
"4475";"6094";"6094";"4744"
"4476";"6101";"6101";"3901"
"4477";"6098";"5898";"4497"
"4478";"6219";"6334";"3845"
"4479";"5000";"5750";"2000"
"4480";"6091";"6091";"3744"
"4481";"6000";"6000";"4250"
"4482";"6050";"6000";"4050"
"4483";"6100";"6100";"3869"
"4484";"5750";"5750";"2750"
"4485";"5600";"5600";"3300"
"4486";"6100";"6100";"3250"
"4487";"5900";"5900";"2600"
"4488";"6015";"6008";"4758"
"4489";"5000";"5098";"1529"
"4490";"6100";"6100";"4100"
"4491";"6100";"6100";"3000"
"4492";"5889";"5889";"3489"
"4493";"6100";"6100";"4100"
"4494";"6000";"6000";"4600"
"4495";"6250";"6650";"6250"
"4496";"6200";"6100";"2750"
"4497";"5850";"6400";"5000"
"4498";"5872";"5922";"5321"
"4499";"5750";"5750";"3513"
"4500";"6100";"6700";"5550"
"4501";"6100";"6600";"5900"
"4502";"6100";"6100";"3850"
"4503";"6000";"6000";"4300"
"4504";"5750";"5750";"5000"
"4505";"6093";"6093";"3943"
"4506";"6100";"5750";"5000"
"4507";"6100";"6100";"4200"
"4508";"6100";"5750";"4600"
"4509";"6100";"6100";"3600"
"4510";"6100";"5500";"3250"
"4511";"6098";"6098";"4098"
"4512";"5950";"6250";"3500"
"4513";"6055";"6071";"4571"
"4514";"6100";"6300";"4750"
"4515";"6100";"5432";"3340"
"4516";"6100";"6100";"3900"
"4517";"5904";"6076";"5178"
"4518";"5962";"5932";"3932"
"4519";"6100";"6100";"5500"
"4520";"6099";"6715";"5974"
"4521";"6201";"5650";"3016"
"4522";"6100";"6200";"5250"
"4523";"6092";"6492";"3742"
"4524";"6100";"6200";"5100"
"4525";"6001";"6001";"3500"
"4526";"6099";"6099";"5249"
"4527";"5900";"5900";"3904"
"4528";"6100";"6100";"5850"
"4529";"6131";"6118";"4018"
"4530";"6098";"6198";"4998"
"4531";"6050";"6050";"3000"
"4532";"6100";"6100";"4900"
"4533";"6100";"6100";"4750"
"4534";"6100";"6111";"3258"
"4535";"5688";"5688";"2553"
"4536";"6091";"6091";"2744"
"4537";"6150";"5750";"4500"
"4538";"6099";"5399";"3627"
"4539";"6097";"6097";"3801"
"4540";"6012";"5969";"2934"
"4541";"6141";"5531";"3387"
"4542";"6100";"6100";"4500"
"4543";"6093";"6093";"4993"
"4544";"6096";"6096";"3246"
"4545";"6087";"5130";"4575"
"4546";"6097";"6097";"4597"
"4547";"6004";"6004";"3503"
"4548";"6000";"5500";"4100"
"4549";"6100";"6100";"3252"
"4550";"6097";"5997";"2262"
"4551";"6142";"6142";"3260"
"4552";"6285";"6285";"2948"
"4553";"6232";"6232";"4037"
"4554";"6042";"6042";"3492"
"4555";"6069";"6069";"2530"
"4556";"5838";"5838";"2611"
"4557";"6100";"6100";"4500"
"4558";"6014";"6014";"3653"
"4559";"5500";"5750";"2000"
"4560";"6079";"6079";"2111"
"4561";"6100";"6100";"6000"
"4562";"6184";"6184";"3276"
"4563";"6000";"5600";"4000"
"4564";"6100";"6100";"3257"
"4565";"6100";"6100";"2868"
"4566";"6134";"6134";"3315"
"4567";"6100";"6100";"4100"
"4568";"6100";"6100";"4000"
"4569";"6000";"6500";"3650"
"4570";"6100";"6100";"4600"
"4571";"6091";"6091";"2491"
"4572";"6100";"5650";"5500"
"4573";"6091";"6091";"2006"
"4574";"5750";"6500";"3750"
"4575";"6250";"5900";"4750"
"4576";"5783";"5783";"4027"
"4577";"6100";"6100";"5000"
"4578";"5850";"5850";"4000"
"4579";"6099";"6099";"3749"
"4580";"5850";"4698";"2975"
"4581";"6113";"6063";"4051"
"4582";"6100";"6100";"4500"
"4583";"5488";"6291";"5291"
"4584";"6100";"6500";"5000"
"4585";"6096";"6146";"5046"
"4586";"6100";"6100";"4750"
"4587";"6000";"5600";"3600"
"4588";"6095";"6095";"4495"
"4589";"6062";"5474";"4117"
"4590";"6237";"6237";"3504"
"4591";"6152";"6148";"4006"
"4592";"6000";"5750";"3400"
"4593";"6099";"6099";"3511"
"4594";"6098";"6098";"4948"
"4595";"5896";"5896";"3461"
"4596";"5600";"5600";"4950"
"4597";"6100";"6100";"4600"
"4598";"6094";"6094";"3244"
"4599";"6096";"6096";"4496"
"4600";"6099";"5999";"4799"
"4601";"6045";"6045";"3276"
"4602";"5000";"6000";"4500"
"4603";"6200";"6000";"3250"
"4604";"5750";"5750";"3500"
"4605";"6091";"5991";"3941"
"4606";"6100";"6100";"3500"
"4607";"6096";"6096";"5046"
"4608";"6250";"6250";"4750"
"4609";"5780";"5756";"3316"
"4610";"6240";"6240";"3290"
"4611";"6217";"6217";"4078"
"4612";"6100";"6100";"4005"
"4613";"6129";"6029";"4051"
"4614";"6100";"6100";"4100"
"4615";"5918";"5918";"5012"
"4616";"6010";"6010";"4757"
"4617";"5750";"6250";"4261"
"4618";"6100";"6200";"5000"
"4619";"6094";"6094";"3494"
"4620";"6176";"6176";"4058"
"4621";"6211";"6211";"3383"
"4622";"6100";"4014";"1511"
"4623";"6100";"6300";"4650"
"4624";"6100";"6050";"4750"
"4625";"6101";"6101";"2946"
"4626";"6350";"4498";"5133"
"4627";"5750";"4098";"3824"
"4628";"5952";"5952";"3216"
"4629";"6100";"6000";"5100"
"4630";"6069";"6026";"4726"
"4631";"6100";"6050";"5400"
"4632";"6000";"4298";"4298"
"4633";"6100";"6100";"2500"
"4634";"6050";"6050";"5000"
"4635";"6149";"6049";"5399"
"4636";"6096";"5496";"3499"
"4637";"6100";"6100";"5400"
"4638";"6000";"6500";"3650"
"4639";"6100";"5900";"2500"
"4640";"6250";"6250";"4250"
"4641";"6099";"6099";"3101"
"4642";"5992";"5992";"3087"
"4643";"6084";"6084";"3135"
"4644";"6100";"4856";"3447"
"4645";"6100";"6100";"2250"
"4646";"6082";"6082";"2496"
"4647";"6100";"5900";"5000"
"4648";"6209";"6209";"3518"
"4649";"6201";"6100";"2916"
"4650";"5981";"5483";"2981"
"4651";"6090";"6090";"2777"
"4652";"6150";"6250";"4600"
"4653";"5414";"5488";"3270"
"4654";"5724";"5731";"3035"
"4655";"6036";"6036";"3232"
"4656";"5750";"5750";"4000"
"4657";"6100";"6100";"4600"
"4658";"6100";"6100";"5000"
"4659";"6099";"6099";"3045"
"4660";"6091";"6091";"3493"
"4661";"6092";"6092";"2492"
"4662";"6088";"5888";"4242"
"4663";"6100";"6100";"4112"
"4664";"6400";"5500";"5000"
"4665";"6100";"5900";"3750"
"4666";"6100";"6100";"3250"
"4667";"6000";"5700";"4500"
"4668";"6149";"6149";"3285"
"4669";"6300";"6000";"2000"
"4670";"6100";"6100";"3400"
"4671";"6100";"6100";"2500"
"4672";"6100";"6000";"4000"
"4673";"6100";"6100";"4750"
"4674";"6000";"6000";"4150"
"4675";"6090";"6090";"2318"
"4676";"5999";"5999";"4499"
"4677";"6100";"5750";"2790"
"4678";"5300";"5900";"4250"
"4679";"6000";"6000";"5000"
"4680";"6100";"6050";"4700"
"4681";"5996";"5896";"4746"
"4682";"6100";"6100";"3000"
"4683";"6106";"6106";"2353"
"4684";"6089";"6089";"3038"
"4685";"6050";"6050";"4500"
"4686";"6100";"6100";"3000"
"4687";"6100";"6100";"3500"
"4688";"6093";"6092";"3992"
"4689";"6650";"6650";"4500"
"4690";"6100";"5900";"2500"
"4691";"6090";"6090";"4040"
"4692";"6100";"5950";"4750"
"4693";"6092";"5892";"4094"
"4694";"5866";"5479";"4233"
"4695";"6100";"5900";"1800"
"4696";"6100";"6000";"4250"
"4697";"6111";"6111";"3008"
"4698";"6046";"6196";"4496"
"4699";"6098";"6098";"4005"
"4700";"6100";"6400";"3950"
"4701";"6099";"6399";"4399"
"4702";"6223";"5632";"3882"
"4703";"6202";"6184";"4092"
"4704";"6000";"6000";"3000"
"4705";"5986";"5986";"3289"
"4706";"6100";"6100";"5000"
"4707";"6100";"6500";"4800"
"4708";"5961";"5961";"4817"
"4709";"6100";"6100";"3000"
"4710";"6098";"6098";"4098"
"4711";"5650";"5650";"3250"
"4712";"5900";"5900";"3250"
"4713";"5750";"5750";"3000"
"4714";"6300";"5500";"4700"
"4715";"6100";"6100";"3250"
"4716";"6100";"5950";"4000"
"4717";"6111";"6111";"3758"
"4718";"5904";"5904";"3114"
"4719";"6100";"6100";"4500"
"4720";"6100";"6100";"4500"
"4721";"6000";"4098";"4644"
"4722";"6250";"5759";"5456"
"4723";"6000";"6000";"2250"
"4724";"6116";"6116";"3333"
"4725";"6100";"6100";"1000"
"4726";"6050";"5750";"4850"
"4727";"6300";"6300";"3500"
"4728";"6092";"6092";"4092"
"4729";"6100";"6100";"3650"
"4730";"5749";"6049";"4949"
"4731";"6400";"6400";"4500"
"4732";"6478";"6479";"3983"
"4733";"6100";"6100";"4250"
"4734";"6068";"6068";"3230"
"4735";"6250";"5465";"5182"
"4736";"6123";"6113";"4763"
"4737";"5889";"5889";"3115"
"4738";"5860";"5860";"2940"
"4739";"6100";"5458";"4656"
"4740";"6107";"6104";"3404"
"4741";"5996";"5996";"3499"
"4742";"6000";"6000";"3100"
"4743";"6100";"6100";"4000"
"4744";"5997";"5997";"3265"
"4745";"6200";"5458";"2253"
"4746";"6250";"5750";"2206"
"4747";"6093";"6093";"3993"
"4748";"5400";"5500";"3250"
"4749";"6063";"6220";"4170"
"4750";"6058";"6058";"2867"
"4751";"6050";"6050";"4050"
"4752";"6350";"5950";"5450"
"4753";"6050";"6050";"4550"
"4754";"6050";"6050";"3750"
"4755";"6026";"5776";"3517"
"4756";"6050";"6050";"4050"
"4757";"5990";"5990";"4490"
"4758";"6049";"6049";"3502"
"4759";"6050";"6050";"3750"
"4760";"6028";"6028";"4978"
"4761";"6143";"6143";"3455"
"4762";"6100";"6100";"4250"
"4763";"6050";"6050";"4060"
"4764";"6050";"6050";"2900"
"4765";"6000";"6000";"3753"
"4766";"6105";"6105";"3523"
"4767";"5979";"5979";"3223"
"4768";"6050";"6050";"4002"
"4769";"6050";"6050";"4500"
"4770";"4900";"5009";"1124"
"4771";"5989";"5989";"3820"
"4772";"6044";"6044";"3494"
"4773";"6050";"5217";"5222"
"4774";"6050";"5800";"4600"
"4775";"6050";"5089";"4630"
"4776";"6050";"6050";"2500"
"4777";"5903";"5903";"3176"
"4778";"6049";"6049";"3520"
"4779";"6041";"6041";"3996"
"4780";"4750";"6050";"1500"
"4781";"5250";"6050";"3000"
"4782";"6097";"6097";"4098"
"4783";"5849";"5415";"2505"
"4784";"6022";"6022";"3515"
"4785";"6331";"6331";"3837"
"4786";"6050";"6050";"4050"
"4787";"6050";"6050";"3500"
"4788";"6050";"6050";"3000"
"4789";"6200";"6210";"5306"
"4790";"6094";"6018";"5018"
"4791";"6050";"6077";"3263"
"4792";"6091";"6091";"2718"
"4793";"6044";"6044";"2744"
"4794";"6050";"6050";"3500"
"4795";"5751";"5751";"3752"
"4796";"6049";"6049";"3999"
"4797";"5900";"5900";"3250"
"4798";"6050";"6050";"5050"
"4799";"6050";"6350";"4007"
"4800";"6250";"6250";"5250"
"4801";"6050";"6050";"3250"
"4802";"5750";"6250";"3500"
"4803";"6104";"6104";"3436"
"4804";"4554";"5307";"1603"
"4805";"5400";"6000";"3750"
"4806";"6041";"6044";"4994"
"4807";"6050";"6050";"5250"
"4808";"5709";"5875";"2735"
"4809";"6077";"6077";"3441"
"4810";"6050";"6050";"4050"
"4811";"6047";"6047";"3497"
"4812";"6050";"6050";"4050"
"4813";"6000";"6250";"3505"
"4814";"5100";"5750";"1960"
"4815";"5900";"5850";"4000"
"4816";"6400";"6050";"4600"
"4817";"6057";"6057";"3254"
"4818";"4987";"6037";"1683"
"4819";"6050";"6350";"4050"
"4820";"4988";"5381";"2180"
"4821";"6200";"6450";"5000"
"4822";"6050";"6050";"3500"
"4823";"5559";"5559";"2930"
"4824";"6050";"5900";"4000"
"4825";"6050";"5089";"3104"
"4826";"6050";"6050";"4000"
"4827";"5968";"5968";"3232"
"4828";"6050";"6050";"3100"
"4829";"6054";"6054";"3510"
"4830";"6041";"6041";"4041"
"4831";"5952";"5983";"3186"
"4832";"6046";"6046";"3996"
"4833";"5950";"5950";"3900"
"4834";"6500";"6500";"5750"
"4835";"5750";"5750";"3750"
"4836";"6050";"5800";"3800"
"4837";"6068";"6068";"3169"
"4838";"5948";"5438";"3431"
"4839";"5900";"5397";"4451"
"4840";"6027";"6027";"3981"
"4841";"6048";"6048";"3748"
"4842";"6049";"6049";"3999"
"4843";"6013";"6013";"3024"
"4844";"6050";"6050";"2250"
"4845";"5756";"5756";"2407"
"4846";"5982";"6687";"4099"
"4847";"5900";"5650";"2750"
"4848";"5893";"5893";"2953"
"4849";"6000";"6150";"3450"
"4850";"5731";"5893";"3134"
"4851";"6050";"6300";"3852"
"4852";"6050";"6050";"3600"
"4853";"5515";"6015";"3672"
"4854";"6081";"6076";"3265"
"4855";"6050";"6050";"3550"
"4856";"6045";"6045";"4245"
"4857";"6100";"6450";"4600"
"4858";"6044";"6044";"3747"
"4859";"6200";"6250";"3800"
"4860";"6010";"6010";"3727"
"4861";"6100";"6731";"4786"
"4862";"6050";"6050";"5050"
"4863";"6034";"6138";"4088"
"4864";"6050";"6050";"4050"
"4865";"6500";"6931";"5940"
"4866";"6400";"6400";"4000"
"4867";"6050";"6050";"4500"
"4868";"5838";"5838";"2060"
"4869";"5908";"5908";"3663"
"4870";"6050";"6050";"3250"
"4871";"6100";"6100";"4554"
"4872";"6105";"6105";"3282"
"4873";"6285";"6607";"5859"
"4874";"6050";"6050";"3250"
"4875";"6000";"6000";"2750"
"4876";"5749";"5749";"2994"
"4877";"6100";"6250";"5250"
"4878";"5350";"5950";"5000"
"4879";"5750";"5750";"4400"
"4880";"6212";"6212";"3260"
"4881";"5900";"5900";"3500"
"4882";"6050";"6050";"3768"
"4883";"6177";"6160";"3533"
"4884";"6047";"6047";"3597"
"4885";"6035";"6035";"3985"
"4886";"6179";"6179";"3074"
"4887";"6000";"6000";"3050"
"4888";"5848";"5848";"3444"
"4889";"6048";"6048";"5348"
"4890";"6050";"5650";"3900"
"4891";"5925";"5925";"3413"
"4892";"6250";"5500";"3852"
"4893";"6050";"6050";"3600"
"4894";"6049";"5749";"4049"
"4895";"6050";"4889";"4889"
"4896";"6027";"6027";"3435"
"4897";"6219";"6219";"3231"
"4898";"6750";"6285";"4188"
"4899";"6050";"6000";"4850"
"4900";"6050";"6050";"3158"
"4901";"6050";"6050";"2583"
"4902";"6050";"6050";"3000"
"4903";"6145";"6145";"4496"
"4904";"6050";"5900";"2500"
"4905";"6050";"6050";"3000"
"4906";"6050";"6050";"3000"
"4907";"6048";"6047";"3599"
"4908";"6050";"6050";"3800"
"4909";"5850";"5850";"1500"
"4910";"5885";"5885";"3263"
"4911";"6047";"6047";"4059"
"4912";"6050";"6050";"2500"
"4913";"6062";"6062";"3507"
"4914";"6024";"6024";"2152"
"4915";"5900";"5500";"3002"
"4916";"6050";"5500";"4250"
"4917";"6050";"6050";"3550"
"4918";"6309";"6309";"1836"
"4919";"5985";"5985";"3257"
"4920";"6050";"6250";"3600"
"4921";"6050";"6050";"3000"
"4922";"6100";"6100";"4400"
"4923";"5850";"5850";"3300"
"4924";"6113";"6113";"3310"
"4925";"6061";"6405";"3904"
"4926";"6050";"6000";"4001"
"4927";"6034";"6034";"2380"
"4928";"6130";"5852";"4060"
"4929";"6000";"6000";"3350"
"4930";"6100";"6100";"3850"
"4931";"6050";"6250";"4750"
"4932";"6012";"6012";"3035"
"4933";"6050";"6050";"4200"
"4934";"5944";"5974";"3320"
"4935";"6050";"6050";"3252"
"4936";"6050";"6050";"3802"
"4937";"6250";"5160";"5121"
"4938";"6050";"6300";"5500"
"4939";"6000";"6500";"4250"
"4940";"5991";"6683";"3881"
"4941";"6037";"6037";"3493"
"4942";"5759";"5269";"3059"
"4943";"6000";"6000";"3250"
"4944";"6044";"6044";"4494"
"4945";"6048";"6048";"3698"
"4946";"6100";"6100";"3550"
"4947";"6046";"6296";"3496"
"4948";"6044";"5794";"4994"
"4949";"6016";"6416";"4228"
"4950";"5897";"5297";"3870"
"4951";"5750";"5750";"2750"
"4952";"6038";"6038";"4045"
"4953";"6100";"6400";"4750"
"4954";"6050";"6050";"4750"
"4955";"5898";"5898";"2519"
"4956";"6100";"6100";"4950"
"4957";"5998";"5998";"4498"
"4958";"5900";"5089";"3562"
"4959";"6150";"6150";"4005"
"4960";"6000";"5950";"4150"
"4961";"5728";"5728";"3483"
"4962";"6050";"6300";"4750"
"4963";"6050";"6050";"3751"
"4964";"5999";"5999";"3499"
"4965";"6050";"6050";"4000"
"4966";"6200";"6250";"3750"
"4967";"5853";"5853";"3969"
"4968";"6050";"6200";"4750"
"4969";"5914";"5914";"3909"
"4970";"6050";"6450";"3200"
"4971";"6050";"6050";"4400"
"4972";"5917";"5917";"2964"
"4973";"6043";"6043";"4245"
"4974";"6050";"6050";"5250"
"4975";"6052";"6052";"3607"
"4976";"6000";"6000";"3012"
"4977";"5896";"5896";"3896"
"4978";"6042";"6042";"4042"
"4979";"6050";"5800";"3750"
"4980";"6045";"6045";"3750"
"4981";"5850";"5850";"2900"
"4982";"5802";"5502";"3347"
"4983";"6079";"6079";"4072"
"4984";"6044";"6044";"4744"
"4985";"6050";"5900";"4900"
"4986";"5887";"5944";"5150"
"4987";"6050";"6050";"4550"
"4988";"6050";"6050";"4800"
"4989";"6176";"6177";"5178"
"4990";"5966";"5966";"3262"
"4991";"6164";"6158";"6002"
"4992";"6046";"6023";"3923"
"4993";"5800";"5800";"3306"
"4994";"6076";"6076";"3098"
"4995";"6050";"6050";"4050"
"4996";"6050";"6150";"4950"
"4997";"6046";"5377";"3817"
"4998";"6085";"5885";"3457"
"4999";"6000";"6000";"3000"
