"Futbolista_ID";"Altura(cm)";"Peso(kg)";"Pierna Izquierda";"Pierna derecha";"Raza"
"4816";"176";"0";"20";"12";"Northern_European"
"4817";"175";"65";"5";"20";"Mediterranean_Hispanic"
"4818";"174";"65";"20";"10";"Mediterranean_Hispanic"
"4819";"172";"64";"13";"20";"Mediterranean_Hispanic"
"4820";"168";"71";"13";"20";"Mediterranean_Hispanic"
"4821";"180";"83";"12";"20";"Mediterranean_Hispanic"
"4822";"178";"71";"20";"10";"Mediterranean_Hispanic"
"4823";"190";"91";"20";"4";"Mixed_Race"
"4824";"181";"75";"8";"20";"Northern_European"
"4825";"188";"90";"10";"20";"African_Caribbean"
"4826";"175";"74";"20";"7";"Mixed_Race"
"4827";"188";"81";"20";"10";"African_Caribbean"
"4828";"186";"86";"20";"8";"African_Caribbean"
"4829";"174";"73";"10";"20";"Northern_European"
"4830";"187";"81";"10";"20";"Mediterranean_Hispanic"
"4831";"170";"84";"12";"20";"Native_American"
"4832";"183";"75";"12";"20";"Northern_European"
"4833";"193";"0";"9";"20";"Mediterranean_Hispanic"
"4834";"179";"72";"20";"10";"African_Caribbean"
"4835";"183";"76";"20";"7";"Northern_European"
"4836";"184";"73";"10";"20";"Mediterranean_Hispanic"
"4837";"177";"74";"6";"20";"Northern_European"
"4838";"183";"80";"13";"20";"Mediterranean_Hispanic"
"4839";"179";"64";"20";"11";"Northern_European"
"4840";"189";"89";"8";"20";"African_Caribbean"
"4841";"178";"73";"8";"20";"North_African__Middle_Eastern"
"4842";"181";"78";"8";"20";"Mixed_Race"
"4843";"170";"65";"12";"20";"Native_American"
"4844";"191";"88";"7";"20";"African_Caribbean"
"4845";"185";"79";"9";"20";"Mediterranean_Hispanic"
"4846";"186";"79";"20";"6";"African_Caribbean"
"4847";"187";"67";"20";"15";"Northern_European"
"4848";"181";"70";"10";"20";"Northern_European"
"4849";"186";"84";"8";"20";"Mediterranean_Hispanic"
"4850";"185";"0";"5";"20";"Mediterranean_Hispanic"
"4851";"201";"86";"8";"20";"Mediterranean_Hispanic"
"4852";"165";"64";"20";"6";"Mediterranean_Hispanic"
"4853";"188";"87";"12";"20";"Northern_European"
"4854";"185";"84";"9";"20";"Native_American"
"4855";"187";"81";"20";"7";"Northern_European"
"4856";"176";"64";"8";"20";"Northern_European"
"4857";"177";"73";"20";"8";"Northern_European"
"4858";"204";"85";"14";"20";"Northern_European"
"4859";"170";"67";"9";"20";"Northern_European"
"4860";"180";"78";"6";"20";"Mediterranean_Hispanic"
"4861";"176";"74";"20";"11";"African_Caribbean"
"4862";"175";"70";"9";"20";"Northern_European"
"4863";"186";"82";"14";"20";"Northern_European"
"4864";"187";"79";"9";"20";"Northern_European"
"4865";"173";"73";"20";"17";"Mixed_Race"
"4866";"171";"69";"9";"20";"African_Caribbean"
"4867";"178";"74";"11";"20";"African_Caribbean"
"4868";"184";"79";"11";"20";"Mediterranean_Hispanic"
"4869";"187";"83";"20";"6";"Northern_European"
"4870";"167";"65";"9";"20";"Mediterranean_Hispanic"
"4871";"187";"81";"8";"20";"Northern_European"
"4872";"175";"73";"10";"20";"Native_American"
"4873";"180";"72";"14";"20";"Mediterranean_Hispanic"
"4874";"182";"70";"20";"8";"Northern_European"
"4875";"185";"75";"8";"20";"African_Caribbean"
"4876";"170";"65";"10";"20";"Mediterranean_Hispanic"
"4877";"180";"81";"20";"13";"North_African__Middle_Eastern"
"4878";"178";"75";"13";"20";"North_African__Middle_Eastern"
"4879";"182";"0";"10";"20";"Mediterranean_Hispanic"
"4880";"176";"63";"8";"20";"African_Caribbean"
"4881";"190";"84";"20";"9";"Northern_European"
"4882";"186";"0";"10";"20";"African_Caribbean"
"4883";"180";"78";"11";"20";"Mediterranean_Hispanic"
"4884";"176";"76";"20";"5";"African_Caribbean"
"4885";"185";"85";"20";"7";"Mixed_Race"
"4886";"178";"73";"10";"20";"Mediterranean_Hispanic"
"4887";"179";"74";"12";"20";"Mediterranean_Hispanic"
"4888";"173";"68";"8";"20";"Mediterranean_Hispanic"
"4889";"182";"82";"20";"11";"African_Caribbean"
"4890";"184";"75";"8";"20";"African_Caribbean"
"4891";"184";"71";"12";"20";"Mediterranean_Hispanic"
"4892";"188";"83";"9";"20";"African_Caribbean"
"4893";"176";"69";"8";"20";"North_African__Middle_Eastern"
"4894";"170";"70";"15";"20";"African_Caribbean"
"4895";"180";"74";"5";"20";"Northern_European"
"4896";"172";"70";"20";"11";"Mediterranean_Hispanic"
"4897";"180";"70";"10";"20";"African_Caribbean"
"4898";"176";"74";"20";"13";"Northern_European"
"4899";"172";"66";"8";"20";"Northern_European"
"4900";"188";"85";"7";"20";"Mediterranean_Hispanic"
"4901";"183";"71";"11";"20";"Mixed_Race"
"4902";"189";"0";"7";"20";"African_Caribbean"
"4903";"181";"82";"11";"20";"Northern_European"
"4904";"184";"77";"10";"20";"Northern_European"
"4905";"188";"77";"8";"20";"Northern_European"
"4906";"187";"83";"6";"20";"Northern_European"
"4907";"179";"75";"20";"9";"Northern_European"
"4908";"167";"74";"14";"20";"Mediterranean_Hispanic"
"4909";"184";"70";"10";"20";"Northern_European"
"4910";"179";"78";"9";"20";"Native_American"
"4911";"181";"77";"8";"20";"Mediterranean_Hispanic"
"4912";"185";"82";"12";"20";"Northern_European"
"4913";"183";"80";"8";"20";"Mediterranean_Hispanic"
"4914";"175";"74";"10";"20";"Mediterranean_Hispanic"
"4915";"179";"60";"9";"20";"Northern_European"
"4916";"185";"73";"15";"20";"Northern_European"
"4917";"175";"71";"5";"20";"Mediterranean_Hispanic"
"4918";"184";"76";"10";"20";"Native_American"
"4919";"179";"73";"9";"20";"Mediterranean_Hispanic"
"4920";"189";"78";"6";"20";"Northern_European"
"4921";"175";"66";"9";"20";"Northern_European"
"4922";"196";"91";"5";"20";"Northern_European"
"4923";"185";"79";"8";"20";"Mediterranean_Hispanic"
"4924";"191";"81";"8";"20";"Mediterranean_Hispanic"
"4925";"185";"79";"15";"20";"North_African__Middle_Eastern"
"4926";"185";"66";"20";"9";"Northern_European"
"4927";"175";"68";"8";"20";"Mixed_Race"
"4928";"178";"73";"8";"20";"African_Caribbean"
"4929";"179";"71";"12";"20";"Mediterranean_Hispanic"
"4930";"165";"60";"10";"20";"Mediterranean_Hispanic"
"4931";"185";"80";"8";"20";"African_Caribbean"
"4932";"185";"78";"6";"20";"African_Caribbean"
"4933";"190";"79";"8";"20";"Mediterranean_Hispanic"
"4934";"185";"74";"20";"6";"Northern_European"
"4935";"191";"74";"8";"20";"Mediterranean_Hispanic"
"4936";"184";"76";"8";"20";"African_Caribbean"
"4937";"179";"75";"10";"20";"African_Caribbean"
"4938";"183";"73";"20";"11";"African_Caribbean"
"4939";"183";"72";"8";"20";"Asian"
"4940";"187";"88";"5";"20";"North_African__Middle_Eastern"
"4941";"175";"77";"8";"20";"Mediterranean_Hispanic"
"4942";"182";"81";"10";"20";"Northern_European"
"4943";"174";"72";"20";"8";"Mediterranean_Hispanic"
"4944";"179";"68";"10";"20";"African_Caribbean"
"4945";"188";"80";"10";"20";"Northern_European"
"4946";"178";"75";"8";"20";"Mediterranean_Hispanic"
"4947";"178";"69";"20";"11";"Northern_European"
"4948";"189";"90";"12";"20";"Northern_European"
"4949";"181";"82";"20";"9";"Northern_European"
"4950";"173";"66";"6";"20";"Mediterranean_Hispanic"
"4951";"184";"80";"8";"20";"African_Caribbean"
"4952";"186";"73";"12";"20";"Northern_European"
"4953";"185";"83";"8";"20";"Native_American"
"4954";"190";"81";"10";"20";"Mixed_Race"
"4955";"190";"78";"9";"20";"Mediterranean_Hispanic"
"4956";"186";"78";"7";"20";"Mediterranean_Hispanic"
"4957";"185";"85";"20";"8";"Northern_European"
"4958";"179";"0";"20";"12";"North_African__Middle_Eastern"
"4959";"190";"84";"15";"20";"Northern_European"
"4960";"187";"80";"14";"20";"Mediterranean_Hispanic"
"4961";"191";"85";"7";"20";"Northern_European"
"4962";"194";"90";"7";"20";"Mediterranean_Hispanic"
"4963";"183";"67";"6";"20";"Northern_European"
"4964";"184";"75";"9";"20";"Northern_European"
"4965";"179";"68";"5";"20";"Mediterranean_Hispanic"
"4966";"182";"78";"20";"11";"Northern_European"
"4967";"190";"80";"7";"20";"Northern_European"
"4968";"182";"75";"20";"9";"Mediterranean_Hispanic"
"4969";"193";"91";"9";"20";"Northern_European"
"4970";"170";"66";"6";"20";"African_Caribbean"
"4971";"179";"70";"10";"20";"Northern_European"
"4972";"175";"71";"9";"20";"Native_American"
"4973";"188";"77";"12";"20";"Northern_European"
"4974";"188";"84";"20";"12";"African_Caribbean"
"4975";"183";"72";"20";"12";"Northern_European"
"4976";"181";"73";"20";"7";"Northern_European"
"4977";"184";"80";"7";"20";"Mediterranean_Hispanic"
"4978";"191";"82";"8";"20";"Northern_European"
"4979";"190";"84";"20";"12";"African_Caribbean"
"4980";"187";"77";"14";"20";"Mixed_Race"
"4981";"175";"65";"8";"20";"Mediterranean_Hispanic"
"4982";"183";"83";"6";"20";"Native_American"
"4983";"176";"73";"9";"20";"Northern_European"
"4984";"183";"80";"6";"20";"Mediterranean_Hispanic"
"4985";"184";"66";"20";"8";"Mediterranean_Hispanic"
"4986";"190";"80";"20";"9";"African_Caribbean"
"4987";"178";"72";"8";"20";"African_Caribbean"
"4988";"179";"75";"12";"20";"Mediterranean_Hispanic"
"4989";"185";"93";"20";"8";"Mediterranean_Hispanic"
"4990";"173";"73";"10";"20";"Mediterranean_Hispanic"
"4991";"185";"73";"20";"12";"African_Caribbean"
"4992";"179";"76";"12";"20";"Mediterranean_Hispanic"
"4993";"180";"75";"13";"20";"African_Caribbean"
"4994";"181";"71";"9";"20";"Mediterranean_Hispanic"
"4995";"179";"76";"12";"20";"Mediterranean_Hispanic"
"4996";"178";"71";"13";"20";"Mixed_Race"
"4997";"173";"0";"10";"20";"African_Caribbean"
"4998";"188";"89";"10";"20";"Northern_European"
"4999";"184";"77";"12";"20";"Native_American"
"5000";"181";"75";"20";"12";"Northern_European"
"5001";"173";"67";"20";"11";"African_Caribbean"
"5002";"190";"92";"12";"20";"Northern_European"
"5003";"177";"66";"20";"12";"Northern_European"
"5004";"189";"80";"8";"20";"African_Caribbean"
"5005";"182";"71";"20";"9";"Northern_European"
"5006";"190";"87";"9";"20";"Northern_European"
"5007";"178";"75";"10";"20";"Mixed_Race"
"5008";"193";"78";"10";"20";"African_Caribbean"
"5009";"191";"82";"11";"20";"Mediterranean_Hispanic"
"5010";"178";"75";"13";"20";"Northern_European"
"5011";"170";"0";"15";"20";"African_Caribbean"
"5012";"180";"0";"12";"20";"North_African__Middle_Eastern"
"5013";"178";"74";"8";"20";"Northern_European"
"5014";"177";"72";"10";"20";"Northern_European"
"5015";"169";"69";"10";"20";"African_Caribbean"
"5016";"184";"79";"20";"13";"Mixed_Race"
"5017";"181";"74";"20";"11";"Northern_European"
"5018";"175";"68";"9";"20";"African_Caribbean"
"5019";"172";"72";"10";"20";"African_Caribbean"
"5020";"182";"80";"10";"20";"Mediterranean_Hispanic"
"5021";"177";"72";"10";"20";"Northern_European"
"5022";"181";"75";"12";"20";"Native_American"
"5023";"187";"74";"20";"8";"Northern_European"
"5024";"176";"72";"20";"10";"African_Caribbean"
"5025";"182";"75";"10";"20";"Northern_European"
"5026";"186";"75";"9";"20";"Asian"
"5027";"183";"78";"15";"20";"Asian"
"5028";"173";"68";"8";"20";"Mixed_Race"
"5029";"182";"0";"13";"20";"Northern_European"
"5030";"192";"84";"6";"20";"Northern_European"
"5031";"174";"70";"17";"20";"Asian"
"5032";"193";"79";"20";"6";"Mediterranean_Hispanic"
"5033";"178";"72";"11";"20";"North_African__Middle_Eastern"
"5034";"183";"74";"10";"20";"Northern_European"
"5035";"175";"74";"9";"20";"Northern_European"
"5036";"175";"71";"10";"20";"Mediterranean_Hispanic"
"5037";"185";"88";"20";"9";"Northern_European"
"5038";"183";"71";"9";"20";"Mixed_Race"
"5039";"184";"73";"20";"8";"Northern_European"
"5040";"176";"68";"10";"20";"Northern_European"
"5041";"193";"90";"7";"20";"Northern_European"
"5042";"188";"74";"8";"20";"African_Caribbean"
"5043";"180";"78";"10";"20";"African_Caribbean"
"5044";"189";"83";"20";"8";"Northern_European"
"5045";"179";"72";"14";"20";"Northern_European"
"5046";"184";"77";"20";"7";"Northern_European"
"5047";"172";"68";"11";"20";"African_Caribbean"
"5048";"165";"64";"8";"20";"African_Caribbean"
"5049";"180";"74";"9";"20";"Asian"
"5050";"186";"81";"6";"20";"Northern_European"
"5051";"182";"89";"8";"20";"African_Caribbean"
"5052";"186";"85";"12";"20";"African_Caribbean"
"5053";"181";"82";"10";"20";"Northern_European"
"5054";"179";"82";"8";"20";"African_Caribbean"
"5055";"172";"72";"14";"20";"African_Caribbean"
"5056";"192";"83";"20";"7";"Mediterranean_Hispanic"
"5057";"188";"73";"8";"20";"African_Caribbean"
"5058";"172";"70";"8";"20";"African_Caribbean"
"5059";"179";"69";"8";"20";"African_Caribbean"
"5060";"187";"0";"12";"20";"Northern_European"
"5061";"174";"72";"20";"8";"African_Caribbean"
"5062";"193";"87";"20";"8";"Northern_European"
"5063";"188";"70";"10";"20";"Northern_European"
"5064";"170";"69";"10";"20";"Mediterranean_Hispanic"
"5065";"192";"83";"20";"7";"Northern_European"
"5066";"175";"73";"20";"7";"Native_American"
"5067";"188";"87";"20";"9";"Mediterranean_Hispanic"
"5068";"177";"71";"10";"20";"Mediterranean_Hispanic"
"5069";"177";"72";"13";"20";"Northern_European"
"5070";"185";"86";"9";"20";"Mediterranean_Hispanic"
"5071";"188";"84";"9";"20";"Northern_European"
"5072";"175";"72";"9";"20";"Mediterranean_Hispanic"
"5073";"175";"72";"20";"8";"African_Caribbean"
"5074";"182";"72";"8";"20";"African_Caribbean"
"5075";"186";"85";"13";"20";"Mixed_Race"
"5076";"179";"89";"20";"10";"Mediterranean_Hispanic"
"5077";"192";"76";"7";"20";"Northern_European"
"5078";"168";"0";"13";"20";"Northern_European"
"5079";"181";"77";"8";"20";"African_Caribbean"
"5080";"173";"65";"20";"7";"Mediterranean_Hispanic"
"5081";"183";"0";"20";"6";"African_Caribbean"
"5082";"176";"70";"10";"20";"Mediterranean_Hispanic"
"5083";"187";"83";"20";"10";"African_Caribbean"
"5084";"170";"65";"10";"20";"Native_American"
"5085";"177";"66";"9";"20";"Mixed_Race"
"5086";"191";"92";"8";"20";"Northern_European"
"5087";"167";"63";"9";"20";"African_Caribbean"
"5088";"183";"79";"10";"20";"African_Caribbean"
"5089";"166";"65";"10";"20";"African_Caribbean"
"5090";"181";"71";"8";"20";"Northern_European"
"5091";"185";"77";"8";"20";"African_Caribbean"
"5092";"177";"68";"12";"20";"Mediterranean_Hispanic"
"5093";"184";"80";"8";"20";"Mediterranean_Hispanic"
"5094";"170";"70";"20";"8";"Mediterranean_Hispanic"
"5095";"179";"72";"10";"20";"Mediterranean_Hispanic"
"5096";"179";"66";"20";"7";"Mediterranean_Hispanic"
"5097";"180";"79";"8";"20";"Northern_European"
"5098";"180";"71";"9";"20";"African_Caribbean"
"5099";"171";"69";"7";"20";"Northern_European"
"5100";"177";"74";"8";"20";"Northern_European"
"5101";"186";"84";"8";"20";"Mediterranean_Hispanic"
"5102";"180";"75";"20";"11";"Mediterranean_Hispanic"
"5103";"188";"76";"8";"20";"Mixed_Race"
"5104";"180";"78";"20";"5";"Northern_European"
"5105";"177";"77";"12";"20";"Mediterranean_Hispanic"
"5106";"181";"70";"14";"20";"African_Caribbean"
"5107";"178";"78";"9";"20";"Mediterranean_Hispanic"
"5108";"176";"68";"13";"20";"Northern_European"
"5109";"190";"84";"10";"20";"Northern_European"
"5110";"174";"69";"8";"20";"Mediterranean_Hispanic"
"5111";"188";"87";"9";"20";"African_Caribbean"
"5112";"174";"66";"20";"12";"African_Caribbean"
"5113";"173";"66";"8";"20";"Mediterranean_Hispanic"
"5114";"180";"67";"20";"10";"African_Caribbean"
"5115";"183";"75";"12";"20";"Mediterranean_Hispanic"
"5116";"182";"82";"12";"20";"Mixed_Race"
"5117";"168";"71";"20";"9";"Mixed_Race"
"5118";"173";"68";"10";"20";"Mixed_Race"
"5119";"173";"65";"12";"20";"Mediterranean_Hispanic"
"5120";"185";"75";"10";"20";"Mixed_Race"
"5121";"175";"75";"7";"20";"Mixed_Race"
"5122";"170";"71";"9";"20";"Mediterranean_Hispanic"
"5123";"180";"71";"8";"20";"Mixed_Race"
"5124";"174";"75";"12";"20";"Mediterranean_Hispanic"
"5125";"179";"76";"20";"8";"Mixed_Race"
"5126";"194";"86";"9";"20";"African_Caribbean"
"5127";"182";"74";"20";"8";"Mediterranean_Hispanic"
"5128";"196";"96";"15";"20";"African_Caribbean"
"5129";"187";"76";"10";"20";"Northern_European"
"5130";"165";"61";"20";"9";"Native_American"
"5131";"191";"83";"20";"13";"Mediterranean_Hispanic"
"5132";"183";"71";"20";"8";"Northern_European"
"5133";"170";"68";"8";"20";"Native_American"
"5134";"187";"77";"10";"20";"Mediterranean_Hispanic"
"5135";"178";"78";"12";"20";"Northern_European"
"5136";"186";"82";"5";"20";"Northern_European"
"5137";"183";"79";"7";"20";"Asian"
"5138";"180";"70";"20";"9";"North_African__Middle_Eastern"
"5139";"173";"68";"14";"20";"Northern_European"
"5140";"185";"75";"9";"20";"Northern_European"
"5141";"183";"81";"20";"5";"Mediterranean_Hispanic"
"5142";"183";"77";"20";"11";"Northern_European"
"5143";"180";"75";"12";"20";"African_Caribbean"
"5144";"195";"93";"12";"20";"African_Caribbean"
"5145";"178";"82";"20";"12";"Native_American"
"5146";"179";"78";"9";"20";"Northern_European"
"5147";"191";"83";"10";"20";"Northern_European"
"5148";"180";"0";"15";"20";"Northern_European"
"5149";"194";"95";"12";"20";"Northern_European"
"5150";"182";"78";"13";"20";"Northern_European"
"5151";"189";"79";"9";"20";"Mediterranean_Hispanic"
"5152";"192";"85";"7";"20";"Northern_European"
"5153";"187";"80";"8";"20";"Northern_European"
"5154";"185";"85";"9";"20";"Native_American"
"5155";"195";"90";"6";"20";"Northern_European"
"5156";"193";"79";"20";"6";"African_Caribbean"
"5157";"187";"83";"20";"8";"Northern_European"
"5158";"184";"74";"7";"20";"Northern_European"
"5159";"175";"73";"14";"20";"Northern_European"
"5160";"192";"91";"8";"20";"Northern_European"
"5161";"175";"71";"12";"20";"Mediterranean_Hispanic"
"5162";"175";"68";"8";"20";"Mediterranean_Hispanic"
"5163";"183";"78";"20";"12";"Northern_European"
"5164";"181";"72";"8";"20";"African_Caribbean"
"5165";"175";"70";"12";"20";"African_Caribbean"
"5166";"171";"70";"8";"20";"Mediterranean_Hispanic"
"5167";"181";"75";"10";"20";"African_Caribbean"
"5168";"179";"74";"20";"9";"Mediterranean_Hispanic"
"5169";"185";"81";"20";"9";"Mediterranean_Hispanic"
"5170";"176";"68";"12";"20";"African_Caribbean"
"5171";"184";"79";"20";"10";"Mediterranean_Hispanic"
"5172";"180";"71";"7";"20";"Mediterranean_Hispanic"
"5173";"180";"0";"9";"20";"Mixed_Race"
"5174";"179";"75";"12";"20";"Mediterranean_Hispanic"
"5175";"183";"70";"15";"20";"African_Caribbean"
"5176";"182";"74";"20";"8";"Mediterranean_Hispanic"
"5177";"182";"66";"20";"10";"African_Caribbean"
"5178";"180";"71";"11";"20";"Mediterranean_Hispanic"
"5179";"180";"72";"12";"20";"Northern_European"
"5180";"178";"0";"12";"20";"Northern_European"
"5181";"175";"66";"9";"20";"Northern_European"
"5182";"180";"75";"20";"10";"African_Caribbean"
"5183";"179";"75";"20";"10";"Mediterranean_Hispanic"
"5184";"181";"78";"10";"20";"Northern_European"
"5185";"196";"90";"10";"20";"Mediterranean_Hispanic"
"5186";"177";"80";"10";"20";"African_Caribbean"
"5187";"182";"78";"20";"8";"Mediterranean_Hispanic"
"5188";"175";"70";"9";"20";"African_Caribbean"
"5189";"193";"88";"7";"20";"Northern_European"
"5190";"178";"81";"20";"8";"Northern_European"
"5191";"180";"69";"20";"8";"Mediterranean_Hispanic"
"5192";"184";"80";"10";"20";"African_Caribbean"
"5193";"201";"85";"20";"7";"Northern_European"
"5194";"183";"75";"10";"20";"Native_American"
"5195";"183";"80";"10";"20";"Northern_European"
"5196";"175";"0";"20";"11";"North_African__Middle_Eastern"
"5197";"186";"83";"8";"20";"African_Caribbean"
"5198";"188";"83";"20";"12";"Northern_European"
"5199";"191";"90";"11";"20";"Northern_European"
"5200";"179";"71";"10";"20";"Mediterranean_Hispanic"
"5201";"174";"64";"20";"8";"African_Caribbean"
"5202";"193";"78";"8";"20";"Northern_European"
"5203";"185";"79";"20";"8";"Mediterranean_Hispanic"
"5204";"185";"75";"11";"20";"Mediterranean_Hispanic"
"5205";"185";"72";"20";"10";"Northern_European"
"5206";"168";"73";"20";"10";"Mediterranean_Hispanic"
"5207";"173";"72";"12";"20";"African_Caribbean"
"5208";"185";"77";"20";"7";"Northern_European"
"5209";"183";"77";"8";"20";"Northern_European"
"5210";"181";"74";"8";"20";"Mediterranean_Hispanic"
"5211";"173";"63";"13";"20";"Northern_European"
"5212";"184";"72";"5";"20";"Mediterranean_Hispanic"
"5213";"193";"87";"20";"10";"Northern_European"
"5214";"178";"68";"10";"20";"Mediterranean_Hispanic"
"5215";"194";"92";"8";"20";"Northern_European"
"5216";"184";"78";"8";"20";"Mediterranean_Hispanic"
"5217";"176";"76";"5";"20";"Mediterranean_Hispanic"
"5218";"183";"75";"10";"20";"African_Caribbean"
"5219";"176";"77";"8";"20";"Northern_European"
"5220";"180";"75";"14";"20";"Northern_European"
"5221";"179";"75";"12";"20";"Mediterranean_Hispanic"
"5222";"175";"72";"8";"20";"Mediterranean_Hispanic"
"5223";"176";"67";"8";"20";"African_Caribbean"
"5224";"184";"79";"10";"20";"Northern_European"
"5225";"181";"81";"12";"20";"Northern_European"
"5226";"190";"90";"6";"20";"Northern_European"
"5227";"189";"85";"10";"20";"Northern_European"
"5228";"180";"79";"12";"20";"North_African__Middle_Eastern"
"5229";"181";"78";"10";"20";"African_Caribbean"
"5230";"190";"89";"8";"20";"Northern_European"
"5231";"197";"90";"7";"20";"Mediterranean_Hispanic"
"5232";"175";"72";"20";"8";"Mediterranean_Hispanic"
"5233";"187";"75";"14";"20";"Northern_European"
"5234";"186";"81";"20";"8";"African_Caribbean"
"5235";"178";"69";"8";"20";"African_Caribbean"
"5236";"178";"75";"20";"15";"Northern_European"
"5237";"175";"69";"20";"7";"Mediterranean_Hispanic"
"5238";"185";"86";"12";"20";"Mediterranean_Hispanic"
"5239";"175";"63";"6";"20";"African_Caribbean"
"5240";"179";"70";"12";"20";"Mediterranean_Hispanic"
"5241";"189";"83";"10";"20";"Mediterranean_Hispanic"
"5242";"175";"70";"9";"20";"Native_American"
"5243";"174";"71";"20";"7";"African_Caribbean"
"5244";"178";"69";"20";"12";"Mediterranean_Hispanic"
"5245";"189";"83";"10";"20";"African_Caribbean"
"5246";"188";"82";"7";"20";"Mediterranean_Hispanic"
"5247";"180";"76";"13";"20";"African_Caribbean"
"5248";"190";"85";"9";"20";"Northern_European"
"5249";"184";"75";"9";"20";"Northern_European"
"5250";"191";"81";"20";"9";"Northern_European"
"5251";"184";"80";"20";"11";"African_Caribbean"
"5252";"178";"79";"20";"8";"African_Caribbean"
"5253";"171";"63";"12";"20";"Asian"
"5254";"174";"71";"20";"6";"African_Caribbean"
"5255";"178";"70";"12";"20";"Mediterranean_Hispanic"
"5256";"183";"77";"20";"9";"Northern_European"
"5257";"184";"78";"20";"10";"Northern_European"
"5258";"186";"71";"10";"20";"Mediterranean_Hispanic"
"5259";"180";"75";"20";"12";"Northern_European"
"5260";"180";"72";"10";"20";"Native_American"
"5261";"179";"75";"12";"20";"Mediterranean_Hispanic"
"5262";"184";"77";"7";"20";"Northern_European"
"5263";"188";"80";"10";"20";"Northern_European"
"5264";"189";"85";"20";"10";"Northern_European"
"5265";"189";"83";"8";"20";"Mediterranean_Hispanic"
"5266";"180";"0";"20";"8";"African_Caribbean"
"5267";"194";"93";"8";"20";"Northern_European"
"5268";"177";"68";"20";"11";"Asian"
"5269";"188";"87";"7";"20";"Northern_European"
"5270";"189";"83";"12";"20";"North_African__Middle_Eastern"
"5271";"175";"74";"20";"8";"Northern_European"
"5272";"181";"74";"10";"20";"Mediterranean_Hispanic"
"5273";"181";"80";"10";"20";"Northern_European"
"5274";"183";"76";"12";"20";"Northern_European"
"5275";"197";"84";"20";"7";"Northern_European"
"5276";"193";"84";"7";"20";"Northern_European"
"5277";"186";"80";"11";"20";"Northern_European"
"5278";"186";"83";"10";"20";"Northern_European"
"5279";"193";"80";"8";"20";"African_Caribbean"
"5280";"183";"75";"7";"20";"Northern_European"
"5281";"184";"68";"14";"20";"Northern_European"
"5282";"192";"88";"7";"20";"Northern_European"
"5283";"185";"83";"12";"20";"Mediterranean_Hispanic"
"5284";"172";"70";"8";"20";"African_Caribbean"
"5285";"191";"80";"8";"20";"Northern_European"
"5286";"185";"73";"13";"20";"Northern_European"
"5287";"176";"75";"10";"20";"Mediterranean_Hispanic"
"5288";"183";"78";"18";"20";"Northern_European"
"5289";"185";"76";"10";"20";"Northern_European"
"5290";"185";"85";"10";"20";"African_Caribbean"
"5291";"183";"76";"20";"8";"Mediterranean_Hispanic"
"5292";"183";"80";"10";"20";"African_Caribbean"
"5293";"176";"73";"12";"20";"Mediterranean_Hispanic"
"5294";"183";"78";"10";"20";"Mediterranean_Hispanic"
"5295";"181";"74";"20";"7";"African_Caribbean"
"5296";"178";"71";"9";"20";"Northern_European"
"5297";"179";"73";"20";"10";"Northern_European"
"5298";"172";"0";"8";"20";"Northern_European"
"5299";"190";"84";"11";"20";"Northern_European"
"5300";"180";"0";"16";"20";"Northern_European"
"5301";"171";"63";"15";"20";"Northern_European"
"5302";"176";"65";"10";"20";"North_African__Middle_Eastern"
"5303";"185";"70";"13";"20";"African_Caribbean"
"5304";"182";"75";"9";"20";"Northern_European"
"5305";"185";"78";"8";"20";"Northern_European"
"5306";"186";"83";"8";"20";"Northern_European"
"5307";"180";"75";"20";"7";"Northern_European"
"5308";"181";"90";"8";"20";"African_Caribbean"
"5309";"178";"72";"13";"20";"Northern_European"
"5310";"170";"60";"20";"8";"Northern_European"
"5311";"186";"73";"10";"20";"Northern_European"
"5312";"186";"79";"8";"20";"Northern_European"
"5313";"184";"88";"20";"9";"Northern_European"
"5314";"189";"75";"5";"20";"Mediterranean_Hispanic"
"5315";"188";"74";"10";"20";"Mediterranean_Hispanic"
"5316";"195";"88";"9";"20";"Mediterranean_Hispanic"
"5317";"192";"83";"7";"20";"Northern_European"
"5318";"179";"77";"15";"20";"Northern_European"
"5319";"185";"73";"8";"20";"African_Caribbean"
"5320";"184";"80";"20";"8";"Northern_European"
"5321";"180";"0";"20";"5";"North_African__Middle_Eastern"
"5322";"175";"70";"12";"20";"Mediterranean_Hispanic"
"5323";"184";"75";"10";"20";"Mediterranean_Hispanic"
"5324";"192";"83";"7";"20";"Northern_European"
"5325";"181";"64";"20";"7";"Northern_European"
"5326";"182";"75";"8";"20";"African_Caribbean"
"5327";"183";"75";"8";"20";"African_Caribbean"
"5328";"186";"86";"10";"20";"Mixed_Race"
"5329";"193";"75";"8";"20";"Mediterranean_Hispanic"
"5330";"184";"76";"10";"20";"Northern_European"
"5331";"178";"67";"9";"20";"Northern_European"
"5332";"184";"73";"8";"20";"African_Caribbean"
"5333";"192";"0";"8";"20";"Northern_European"
"5334";"178";"73";"6";"20";"North_African__Middle_Eastern"
"5335";"187";"82";"11";"20";"African_Caribbean"
"5336";"186";"79";"10";"20";"North_African__Middle_Eastern"
"5337";"184";"78";"20";"8";"African_Caribbean"
"5338";"180";"66";"13";"20";"Mediterranean_Hispanic"
