"Name(ocultar)";"Futbolista_ID";"Habilidad Actual (200)";"Habilidad Potencial (200)"
"Jan Paul van Hecke";"3934";"124";"156"
"Billy Sharp";"3935";"124";"132"
"Breno Lopes";"3936";"124";"128"
"Jean Pyerre";"3937";"124";"136"
"Fernando Sobral";"3938";"124";"129"
"Charalampos Lykogiannis";"3939";"124";"133"
"Carlos Rotondi";"3940";"124";"124"
"Cleiton";"3941";"124";"132"
"Vitor Carvalho";"3942";"124";"131"
"Xavi Quintillà";"3943";"124";"140"
"Stoichkov";"3944";"124";"134"
"Carlos Akapo";"3945";"124";"132"
"Joe Hart";"3946";"124";"163"
"Jay Gorter";"3947";"124";"146"
"Tahith Chong";"3948";"124";"145"
"Tom Rogić";"3949";"124";"135"
"Steve Mounié";"3950";"124";"141"
"Léo Gamalho";"3951";"124";"125"
"Luiz Júnior";"3952";"124";"152"
"Ytalo";"3953";"124";"134"
"Marvin Zeegelaar";"3954";"124";"132"
"Braian Aguirre";"3955";"124";"137"
"Matheuzinho";"3956";"124";"136"
"Carlos Augusto";"3957";"124";"141"
"Mauro Luna Diale";"3958";"124";"136"
"Jamal Lowe";"3959";"124";"131"
"Jörg Siebenhandl";"3960";"124";"124"
"Guido Burgstaller";"3961";"124";"139"
"Alemão";"3962";"124";"128"
"Stijn Spierings";"3963";"124";"130"
"Jordi Quintillà";"3964";"124";"127"
"Stefan Hierländer";"3965";"124";"125"
"Azor Matusiwa";"3966";"124";"136"
"Deyovaisio Zeefuik";"3967";"124";"135"
"Jurgen Mattheij";"3968";"124";"125"
"Lucas Kal";"3969";"124";"128"
"Renzo Saravia";"3970";"124";"140"
"Maracás";"3971";"124";"126"
"Bruno Viana";"3972";"124";"135"
"Matías Melluso";"3973";"124";"129"
"Gerard Valentín";"3974";"124";"128"
"Pedro Rocha";"3975";"124";"135"
"Coke";"3976";"124";"142"
"Maurício";"3977";"124";"138"
"Moisés";"3978";"124";"130"
"Aimar";"3979";"123";"-85"
"Alisson";"3980";"123";"133"
"Danilo Pereira";"3981";"123";"132"
"Diego";"3982";"123";"160"
"Éder";"3983";"123";"150"
"Ewerton";"3984";"123";"130"
"Felipe";"3985";"123";"129"
"Leonardo";"3986";"123";"137"
"Jérôme Gondorf";"3987";"123";"123"
"Latif Blessing";"3988";"123";"142"
"Benedikt Pichler";"3989";"123";"129"
"César Ibáñez";"3990";"123";"130"
"Alexandr Yerokhin";"3991";"123";"133"
"Daryl Dike";"3992";"123";"145"
"Josué";"3993";"123";"145"
"Ryan Hedges";"3994";"123";"130"
"Manolo Reina";"3995";"123";"130"
"Kaio Jorge";"3996";"123";"145"
"Esteban Pavez";"3997";"123";"137"
"Martin Harnik";"3998";"123";"141"
"David Duarte";"3999";"123";"125"
"Pedro Tiba";"4000";"123";"128"
"Carlos Vigaray";"4001";"123";"129"
"Eldar Ćivić";"4002";"123";"135"
"Allan McGregor";"4003";"123";"140"
"David Barbona";"4004";"123";"135"
"Jonas Meffert";"4005";"123";"130"
"Riccardo Gagliolo";"4006";"123";"140"
"Maxim Osipenko";"4007";"123";"125"
"Kiko Olivas";"4008";"123";"127"
"Andrés Rentería";"4009";"123";"136"
"Dmitry Skopintsev";"4010";"123";"132"
"Martin Hinteregger";"4011";"123";"140"
"Andrea La Mantia";"4012";"123";"129"
"Jimmy Giraudon";"4013";"123";"128"
"Nuke Mfulu";"4014";"123";"128"
"Alex Valera";"4015";"123";"124"
"Alex Bangura";"4016";"123";"133"
"Sebastian Walukiewicz";"4017";"123";"153"
"Fedor Chalov";"4018";"123";"133"
"Lucas Crispim";"4019";"123";"126"
"Danil Glebov";"4020";"123";"143"
"Gaetano Letizia";"4021";"123";"130"
"Ilja Samoshnikov";"4022";"123";"133"
"Eric Meza";"4023";"123";"132"
"Quique";"4024";"123";"133"
"Rabbi Matondo";"4025";"123";"140"
"Lasse Nielsen";"4026";"123";"125"
"Datro Fofana";"4027";"123";"-85"
"Rob Schoofs";"4028";"123";"123"
"Lucas González";"4029";"123";"140"
"Gautier Larsonneur";"4030";"123";"140"
"Rodrigo Aguirre";"4031";"123";"126"
"Gabaski";"4032";"123";"130"
"Curro";"4033";"123";"141"
"Álex Mula";"4034";"123";"137"
"Mijo Caktaš";"4035";"123";"128"
"Javier Correa";"4036";"123";"138"
"Gastón Pereiro";"4037";"123";"130"
"Jean-Luc Dompé";"4038";"123";"127"
"Nathan Ngoumou";"4039";"123";"148"
"Peter Michorl";"4040";"123";"129"
"Nicolás Domingo";"4041";"123";"135"
"Sherman Cárdenas";"4042";"123";"135"
"Ridgeciano Haps";"4043";"123";"136"
"Mohanad Jeahze";"4044";"123";"128"
"Antunes";"4045";"123";"147"
"José Pedro Fuenzalida";"4046";"123";"135"
"Oscar Murillo";"4047";"123";"135"
"Yanis Hamache";"4048";"123";"133"
"Quini";"4049";"123";"130"
"Eric Ramires";"4050";"123";"135"
"Erick";"4051";"123";"130"
"Dango Ouattara";"4052";"123";"-75"
"Marin Tomasov";"4053";"123";"128"
"Mamadou Coulibaly";"4054";"123";"142"
"Manuel Benson Hedilazio";"4055";"123";"130"
"Alexis Maldonado";"4056";"123";"130"
"Nazareno Colombo";"4057";"123";"135"
"Grady Diangana";"4058";"123";"150"
"Valber Huerta";"4059";"123";"129"
"Agustín Martegani";"4060";"123";"143"
"Marco Bolados";"4061";"123";"133"
"Amadou Danté";"4062";"123";"141"
"Javier Cabrera";"4063";"123";"126"
"Fabian Frei";"4064";"123";"136"
"Dennis Hadžikadunić";"4065";"123";"135"
"Mauricio Martínez";"4066";"123";"134"
"Tobias Kempe";"4067";"123";"125"
"Emanuel Vignato";"4068";"123";"146"
"Victor Edvardsen";"4069";"123";"134"
"Grégoire Defrel";"4070";"123";"146"
"Filipe Relvas";"4071";"123";"145"
"Facundo Kruspzky";"4072";"123";"-8"
"Sascha Burchert";"4073";"123";"123"
"Marcos Ledesma";"4074";"123";"126"
"Gianluca Gaetano";"4075";"123";"149"
"Jamie Bynoe-Gittens";"4076";"123";"-85"
"Mark-Anthony Kaye";"4077";"123";"131"
"Federico Baschirotto";"4078";"123";"129"
"Aron Dønnum";"4079";"123";"134"
"Emmanuel Boateng";"4080";"123";"142"
"Rey Manaj";"4081";"123";"132"
"Jaminton Campaz";"4082";"123";"138"
"Darius Olaru";"4083";"123";"130"
"Luca Pfeiffer";"4084";"123";"133"
"Damián Díaz";"4085";"123";"133"
"Jessic Ngankam";"4086";"123";"139"
"André Amaro";"4087";"123";"-8"
"Kim Bo-Kyung";"4088";"123";"135"
"Håvard Nordtveit";"4089";"123";"137"
"Andrés Colorado";"4090";"123";"140"
"Julian Chabot";"4091";"123";"140"
"Hjalmar Ekdal";"4092";"123";"145"
"Andreas Hanche-Olsen";"4093";"123";"127"
"Petko Hristov";"4094";"123";"144"
"Leonardo Sequeira";"4095";"123";"133"
"Ahmed Aboul Fotouh";"4096";"123";"148"
"Cristian Vega";"4097";"123";"124"
"Danilho Doekhi";"4098";"123";"135"
"Gabriel Fuentes";"4099";"123";"137"
"Jhon Duque";"4100";"123";"130"
"Achraf Dari";"4101";"123";"139"
"Todor Nedelev";"4102";"123";"130"
"Lameck Banda";"4103";"123";"149"
"Stian Rode Gregersen";"4104";"123";"130"
"Tomás Guidara";"4105";"123";"124"
"Pablo Santos";"4106";"123";"135"
"Miroslav Bogosavac";"4107";"123";"129"
"Jonathan Torres";"4108";"123";"124"
"Federico Gattoni";"4109";"123";"141"
"Riccardo Marchizza";"4110";"123";"135"
"Fernando Forestieri";"4111";"123";"131"
"Andrea Favilli";"4112";"123";"132"
"Dennis Diekmeier";"4113";"123";"133"
"Doğukan Sinik";"4114";"123";"134"
"Darko Churlinov";"4115";"123";"140"
"José Paradela";"4116";"123";"135"
"Assan Ceesay";"4117";"123";"127"
"José Rodríguez";"4118";"123";"134"
"Alexander Callens";"4119";"123";"125"
"Aleksandar Pešić";"4120";"123";"125"
"Alejandro Hohberg";"4121";"123";"126"
"Elliot Anderson";"4122";"123";"-85"
"Lukas Rupp";"4123";"123";"139"
"Rodrigo Cabral";"4124";"123";"130"
"Jamiro Monteiro";"4125";"123";"125"
"Alberto Grassi";"4126";"123";"130"
"Youssouf M'Changama";"4127";"123";"125"
"Luca Netz";"4128";"123";"-85"
"Dominick Drexler";"4129";"123";"135"
"Anthony Briançon";"4130";"123";"135"
"Julian Green";"4131";"123";"128"
"Dmitry Chistyakov";"4132";"123";"130"
"Milton Giménez";"4133";"123";"125"
"Andrew";"4134";"123";"136"
"Mory Diaw";"4135";"123";"130"
"Ron Schallenberg";"4136";"123";"140"
"Soufiane Rahimi";"4137";"123";"125"
"Kacper Przybyłko";"4138";"123";"133"
"Igor Plastun";"4139";"123";"125"
"Stefano Moreo";"4140";"123";"128"
"Patrick de Paula";"4141";"123";"142"
"Abdulaziz Hatem";"4142";"123";"130"
"Raul Gustavo";"4143";"123";"138"
"Daniel Ruiz";"4144";"123";"-85"
"Derrick Köhn";"4145";"123";"138"
"Christian Benteke";"4146";"123";"160"
"Finn Becker";"4147";"123";"140"
"Florian Hübner";"4148";"123";"126"
"Yari Verschaeren";"4149";"123";"148"
"Alexey Ionov";"4150";"123";"135"
"Victor Bobsin";"4151";"123";"138"
"Nani";"4152";"123";"165"
"Alerrandro";"4153";"123";"135"
"Jeroen Zoet";"4154";"123";"137"
"Diego González";"4155";"123";"129"
"Nikola Maksimović";"4156";"123";"147"
"Kevin Gutiérrez";"4157";"123";"126"
"Juraj Kucka";"4158";"123";"150"
"Osame Sahraoui";"4159";"123";"146"
"Phillip Tietz";"4160";"123";"130"
"Wilfrido De La Rosa";"4161";"123";"130"
"Ondřej Lingr";"4162";"123";"133"
"Joaquín Larrivey";"4163";"123";"143"
"Robinho";"4164";"123";"140"
"Marquinhos";"4165";"123";"-85"
"Junior Moraes";"4166";"123";"141"
"Semi Ajayi";"4167";"123";"135"
"Rodrigo Riquelme";"4168";"123";"148"
"Manprit Sarkaria";"4169";"123";"124"
"Anderson Carvalho";"4170";"123";"128"
"Casper Tengstedt";"4171";"123";"138"
"Yohandry Orozco";"4172";"123";"130"
"Walter";"4173";"123";"141"
"Miguel Baeza";"4174";"123";"149"
"Jonathan Menéndez";"4175";"123";"128"
"Juan Espínola";"4176";"123";"123"
"Loris Benito";"4177";"123";"130"
"Guillermo Burdisso";"4178";"123";"133"
"Lautaro Morales";"4179";"123";"140"
"Stanislav Iljutcenko";"4180";"123";"131"
"Sergio Postigo";"4181";"123";"132"
"Adrián Arregui";"4182";"123";"125"
"Cryzan";"4183";"123";"128"
"Alef Manga";"4184";"123";"125"
"Thomas Didillon";"4185";"123";"135"
"Iván Jaime";"4186";"123";"141"
"Christian Gytkjær";"4187";"123";"129"
"Darijan Bojanić";"4188";"123";"130"
"Ashley Barnes";"4189";"123";"140"
"Bruno Pacheco";"4190";"123";"125"
"Jan Gyamerah";"4191";"123";"127"
"Justo Giani";"4192";"123";"133"
"Jérôme Onguéné";"4193";"123";"134"
"Steven Davis";"4194";"123";"142"
"Victor Kristiansen";"4195";"123";"-8"
"Haret Ortega";"4196";"123";"138"
"Pablo Maia";"4197";"123";"137"
"Francisco da Costa";"4198";"123";"128"
"Cristian Ansaldi";"4199";"123";"139"
"Jorge Pombo";"4200";"123";"130"
"Jesse Joronen";"4201";"123";"132"
"Rafael Cabral";"4202";"123";"145"
"Mattia Bottani";"4203";"123";"123"
"Kasim Adams";"4204";"123";"130"
"Facundo Garcés";"4205";"123";"134"
"Stefan Ilsanker";"4206";"123";"132"
"Romain Amalfitano";"4207";"123";"127"
"Dániel Gazdag";"4208";"123";"123"
"Ryan Porteous";"4209";"123";"136"
"Paulão";"4210";"123";"139"
"Adam Andersson";"4211";"123";"128"
"Jordi Mboula";"4212";"123";"145"
"Rodrigo Soares";"4213";"123";"127"
"Gerónimo Poblete";"4214";"123";"126"
"Kirian";"4215";"123";"134"
"Saman Ghoddos";"4216";"123";"131"
"Jonas Lössl";"4217";"123";"135"
"David Juncà";"4218";"123";"133"
"Jere Uronen";"4219";"123";"130"
"Gabriel Alanís";"4220";"123";"124"
"Maxi Rodríguez";"4221";"123";"150"
"Thomas Goiginger";"4222";"123";"127"
"Dan Ndoye";"4223";"123";"145"
"Lázaro";"4224";"123";"145"
"Pablo Rojas";"4225";"123";"129"
"Joakim Nilsson";"4226";"123";"127"
"Douglas Tanque";"4227";"123";"130"
"Jakub Kamiński";"4228";"123";"-8"
"Darian Maleš";"4229";"123";"144"
"Renato Ibarra";"4230";"123";"130"
"Yann Karamoh";"4231";"123";"135"
"Rasmus Lauritsen";"4232";"123";"124"
"Nahuel Ferraresi";"4233";"123";"137"
"Dener";"4234";"123";"125"
"Marcelo Cirino";"4235";"123";"132"
"Isaac Kiese Thelin";"4236";"123";"130"
"Matías Kranevitter";"4237";"123";"142"
"Matías Catalán";"4238";"123";"125"
"Miguel De la Fuente";"4239";"123";"138"
"Messias";"4240";"123";"127"
"Timothé Cognat";"4241";"123";"132"
"Mario Suárez";"4242";"123";"148"
"Felipe Azevedo";"4243";"123";"133"
"Abel Luciatti";"4244";"123";"123"
"Igor Rossi";"4245";"123";"124"
"Oliver Abildgaard";"4246";"123";"129"
"Ciprian Deac";"4247";"123";"128"
"Alberto Guitián";"4248";"123";"126"
"Saïf-Eddine Khaoui";"4249";"123";"127"
"Juan Manuel García";"4250";"123";"123"
"Fabián Noguera";"4251";"123";"129"
"Alexis Castro";"4252";"123";"123"
"Lucca";"4253";"123";"133"
"Sebastián Moyano";"4254";"123";"124"
"Olakunle Olusegun";"4255";"123";"-8"
"Júnior Negrão";"4256";"123";"155"
"Augusto Schott";"4257";"123";"138"
"Guilherme Castilho";"4258";"123";"129"
"Luis Segovia";"4259";"123";"128"
"Alex Scott";"4260";"123";"-85"
"John Ruddy";"4261";"123";"145"
"Facundo Waller";"4262";"123";"136"
"Danny Namaso";"4263";"123";"145"
"Nicolás Pasquini";"4264";"123";"131"
"Álvaro Tejero";"4265";"123";"137"
"Joris Chotard";"4266";"123";"147"
"Esteban Saveljich";"4267";"123";"132"
"Gabriel Neves";"4268";"123";"141"
"Luis Reyes";"4269";"123";"135"
"Mathias Jørgensen";"4270";"123";"155"
"Luis Manuel García";"4271";"123";"130"
"Yanick Brecher";"4272";"123";"126"
"Vitor Bueno";"4273";"123";"134"
"José Ángel";"4274";"123";"160"
"Marcel Sobottka";"4275";"123";"129"
"Matheus Fernandes";"4276";"123";"140"
"Leonardo Pico";"4277";"123";"130"
"Alexandre Oukidja";"4278";"123";"127"
"Ousmane Doumbia";"4279";"123";"123"
"Anthony Losilla";"4280";"123";"125"
"Pedro Ortiz";"4281";"123";"124"
"Robert Navarro";"4282";"123";"-8"
"Keito Nakamura";"4283";"123";"139"
"Javi Ontiveros";"4284";"123";"143"
"Tin Jedvaj";"4285";"123";"136"
"Franco Fragapane";"4286";"123";"124"
"Tibor Halilović";"4287";"123";"132"
"Ulisses Garcia";"4288";"123";"127"
"Adrián Aldrete";"4289";"123";"137"
"Callum Robinson";"4290";"123";"140"
"Renan";"4291";"123";"-8"
"Heberty";"4292";"123";"129"
"Neta Lavi";"4293";"123";"130"
"Michael Rangel";"4294";"123";"130"
"Gideon Mensah";"4295";"123";"135"
"Gabi Kanichowsky";"4296";"123";"123"
"Jannik Huth";"4297";"123";"126"
"Fernando Karanga";"4298";"123";"132"
"Marco Grüll";"4299";"123";"137"
"Elvis Mosquera";"4300";"123";"130"
"Lukas Görtler";"4301";"123";"124"
"Janis Antiste";"4302";"123";"-75"
"Fernando Uribe";"4303";"123";"134"
"Martin Boyle";"4304";"123";"130"
"Víctor Meseguer";"4305";"123";"137"
"Alexander Prass";"4306";"123";"146"
"Mario Gaspar";"4307";"123";"153"
"Samuel Kalu";"4308";"123";"146"
"Martín Garay";"4309";"123";"132"
"Raúl Gudiño";"4310";"123";"134"
"Quentin Merlin";"4311";"123";"-8"
"Diogo";"4312";"123";"133"
"Alessandro Zanoli";"4313";"123";"146"
"Dia Saba";"4314";"123";"125"
"Gustavo Ferrareis";"4315";"123";"128"
"Nir Bitton";"4316";"123";"135"
"Marlos";"4317";"123";"160"
"Andrea Carboni";"4318";"123";"156"
"Yayah Kallon";"4319";"123";"145"
"Agustín Bouzat";"4320";"123";"125"
"Jhon Murillo";"4321";"123";"129"
"Alan Medina";"4322";"123";"133"
"Ofir Marciano";"4323";"123";"130"
"Diego Tardelli";"4324";"123";"152"
"Lucas Villalba";"4325";"123";"123"
"Patric";"4326";"123";"129"
"Carlinhos";"4327";"122";"130"
"Dodô";"4328";"122";"136"
"João Paulo";"4329";"122";"122"
"Juan Cruz";"4330";"122";"132"
"Leonardo";"4331";"122";"125"
"Lincoln";"4332";"122";"134"
"Mario González";"4333";"122";"125"
"Freddy Flórez";"4334";"122";"126"
"Mark van der Maarel";"4335";"122";"123"
"Jorrit Hendrix";"4336";"122";"132"
"Jonatan Bauman";"4337";"122";"123"
"Lucas Gamba";"4338";"122";"131"
"Florian Flick";"4339";"122";"138"
"Walmer Pacheco";"4340";"122";"138"
"Salvatore Esposito";"4341";"122";"157"
"André Ferreira";"4342";"122";"127"
"Yonatan Murillo";"4343";"122";"125"
"Pedro Canelo";"4344";"122";"132"
"Toti";"4345";"122";"138"
"Rafael Ramos";"4346";"122";"127"
"Ezequiel Fernández";"4347";"122";"-75"
"Lucas Cunha";"4348";"122";"130"
"Jhonatan Agudelo";"4349";"122";"125"
"Emam Ashour";"4350";"122";"145"
"Oussama Tannane";"4351";"122";"130"
"Luciano Ospina";"4352";"122";"130"
"Damien Da Silva";"4353";"122";"131"
"Leart Paqarada";"4354";"122";"125"
"Bryan Rovira";"4355";"122";"130"
"Pier Barrios";"4356";"122";"122"
"Jonatan Gómez";"4357";"122";"135"
"Juan Carlos Pereira";"4358";"122";"123"
"Juan David Pérez";"4359";"122";"145"
"Maximilian Wittek";"4360";"122";"126"
"Carlos Quintana";"4361";"122";"130"
"Héctor";"4362";"122";"126"
"Róber Pier";"4363";"122";"130"
"Maxime Leverbe";"4364";"122";"131"
"Emiliano Méndez";"4365";"122";"123"
"Vincent Le Goff";"4366";"122";"125"
"Marco Stiepermann";"4367";"122";"137"
"Donis Avdijaj";"4368";"122";"129"
"Luciano Aued";"4369";"122";"136"
"Jetro Willems";"4370";"122";"140"
"Pablo De Blasis";"4371";"122";"131"
"Kevin Strootman";"4372";"122";"161"
"Damián Martínez";"4373";"122";"125"
"Jorge Pereyra Díaz";"4374";"122";"129"
"Fernando Monetti";"4375";"122";"134"
"Ramiro Enrique";"4376";"122";"135"
"Mapou Yanga-Mbiwa";"4377";"122";"128"
"Damián Pérez";"4378";"122";"134"
"Mauricio Cuero";"4379";"122";"131"
"Erik Godoy";"4380";"122";"129"
"Gino Peruzzi";"4381";"122";"133"
"Estéfano Arango";"4382";"122";"125"
"Norman Theuerkauf";"4383";"122";"128"
"Henrique";"4384";"122";"149"
"José Moya";"4385";"122";"125"
"Habib Maïga";"4386";"122";"132"
"Enrico Valentini";"4387";"122";"129"
"Jérémy Ménez";"4388";"122";"158"
"José Martínez";"4389";"122";"125"
"Cristo";"4390";"122";"148"
"Jordy Caicedo";"4391";"122";"127"
"Jordi Amat";"4392";"122";"135"
"Josema Sánchez";"4393";"122";"130"
"Janner Corozo";"4394";"122";"123"
"Alexander Schlager";"4395";"122";"133"
"Anton Shunin";"4396";"122";"133"
"Graziano Pellè";"4397";"122";"140"
"Beram Kayal";"4398";"122";"138"
"Jonny Howson";"4399";"122";"142"
"Mohamed Abo Fani";"4400";"122";"130"
"Alejandro Cantero";"4401";"122";"140"
"Gerardo Ortíz";"4402";"122";"125"
"Romain Hamouma";"4403";"122";"134"
"Maximiliano Silvera";"4404";"122";"125"
"Dani Jiménez";"4405";"122";"127"
"Alejandro Cabeza";"4406";"122";"127"
"Sepp van den Berg";"4407";"122";"-8"
"Adrián Diéguez";"4408";"122";"126"
"Diego Laxalt";"4409";"122";"137"
"Romário Baró";"4410";"122";"144"
"Lucas Olaza";"4411";"122";"135"
"Washington Aguerre";"4412";"122";"126"
"Pablo Mouche";"4413";"122";"133"
"Jordan Amavi";"4414";"122";"140"
"Baqtiiar Zainutdinov";"4415";"122";"131"
"Alexander Mejía";"4416";"122";"135"
"Facundo Barcelo";"4417";"122";"125"
"Denso Kasius";"4418";"122";"-75"
"Jordan Sierra";"4419";"122";"144"
"Gary Cahill";"4420";"122";"155"
"Federico Viñas";"4421";"122";"144"
"Gonzalo Mastriani";"4422";"122";"123"
"Gastón Álvarez";"4423";"122";"147"
"Junior Adamu";"4424";"122";"147"
"Rolando Blackburn";"4425";"122";"127"
"Giancarlo González";"4426";"122";"139"
"Enock Kwateng";"4427";"122";"133"
"Raúl Navas";"4428";"122";"140"
"Fernando Aristeguieta";"4429";"122";"132"
"Álex Bermejo";"4430";"122";"135"
"Alfredo Ortuño";"4431";"122";"131"
"Fabio Lucioni";"4432";"122";"128"
"Roberto Soldado";"4433";"122";"160"
"Cristian Glauder";"4434";"122";"135"
"Erik Expósito";"4435";"122";"125"
"Gilbert Álvarez";"4436";"122";"128"
"Antoine Makoumbou";"4437";"122";"135"
"Dani Raba";"4438";"122";"135"
"Tomás Alarcón";"4439";"122";"136"
"Gabriel Hauche";"4440";"122";"140"
"Pablo Martínez";"4441";"122";"132"
"Víctor Gómez";"4442";"122";"145"
"Scott Arfield";"4443";"122";"133"
"Jefferson Farfán";"4444";"122";"163"
"Paolo Guerrero";"4445";"122";"149"
"Jusuf Gazibegović";"4446";"122";"140"
"Pedro Álvaro";"4447";"122";"142"
"Romain Alessandrini";"4448";"122";"136"
"José Pozo";"4449";"122";"144"
"Miguel Gutiérrez";"4450";"122";"155"
"Luciano Pons";"4451";"122";"124"
"Brian Montenegro";"4452";"122";"125"
"Arnór Sigurðsson";"4453";"122";"130"
"Franklin Guerra";"4454";"122";"123"
"Íñigo";"4455";"122";"130"
"Gustavo Velázquez";"4456";"122";"126"
"Dixon Arroyo";"4457";"122";"123"
"Facundo Pellistri";"4458";"122";"-8"
"Diego Palacios";"4459";"122";"133"
"Ricardo Jerez";"4460";"122";"125"
"Matías Zunino";"4461";"122";"126"
"Carlos Cuesta";"4462";"122";"138"
"Dario Šarić";"4463";"122";"130"
"Florin Tănase";"4464";"122";"127"
"Marius Marin";"4465";"122";"135"
"Alexander Mühling";"4466";"122";"123"
"Andrei Cordea";"4467";"122";"130"
"Lukáš Haraslín";"4468";"122";"130"
"Marek Havlík";"4469";"122";"145"
"Antonio Barreca";"4470";"122";"135"
"Lee Seung-Gi";"4471";"122";"132"
"Marcel Schuhen";"4472";"122";"126"
"Anthony Partipilo";"4473";"122";"129"
"Pierre-Michel Lasogga";"4474";"122";"134"
"Zian Flemming";"4475";"122";"132"
"Han Kyo-Won";"4476";"122";"126"
"Alexandru Băluţă";"4477";"122";"135"
"Nyasha Mushekwi";"4478";"122";"125"
"Abdelkader Bedrane";"4479";"122";"125"
"Fabian Holland";"4480";"122";"126"
"Bradley Grobler";"4481";"122";"125"
"Yannick Stark";"4482";"122";"124"
"Massimiliano Mangraviti";"4483";"122";"141"
"Yhormar Hurtado";"4484";"122";"128"
"Mohamed Fouzair";"4485";"122";"126"
"Yahya Jabrane";"4486";"122";"130"
"Jhair Castillo";"4487";"122";"125"
"Nicolás Benedetti";"4488";"122";"145"
"Saad Bguir";"4489";"122";"125"
"Pablo Hervías";"4490";"122";"138"
"Edwar López";"4491";"122";"125"
"Mees de Wit";"4492";"122";"130"
"Miquel Parera";"4493";"122";"128"
"Seydouba Soumah";"4494";"122";"130"
"Rune Jarstein";"4495";"122";"137"
"Gédéon Kalulu";"4496";"122";"128"
"Fousseni Diabaté";"4497";"122";"131"
"Ruben Yttergård Jenssen";"4498";"122";"128"
"Daniil Khlusevich";"4499";"122";"-75"
"Kamil Glik";"4500";"122";"152"
"Artur Ioniţă";"4501";"122";"136"
"Pedro Alcalá";"4502";"122";"128"
"Antonio Sivera";"4503";"122";"146"
"Bartosz Salamon";"4504";"122";"129"
"Michele Castagnetti";"4505";"122";"130"
"Lasse Schöne";"4506";"122";"140"
"El Bilal Touré";"4507";"122";"147"
"Sarpreet Singh";"4508";"122";"132"
"Rober Ibáñez";"4509";"122";"130"
"Mikkel Rygaard";"4510";"122";"123"
"Francisco Portillo";"4511";"122";"133"
"Walid El Karti";"4512";"122";"134"
"Tomás Ribeiro";"4513";"122";"135"
"Fashion Sakala";"4514";"122";"134"
"Massimo Bertagnoli";"4515";"122";"146"
"Franck Tabanou";"4516";"122";"136"
"Eloy Room";"4517";"122";"132"
"Wilder Cartagena";"4518";"122";"123"
"Andrea Conti";"4519";"122";"143"
"Edison Flores";"4520";"122";"135"
"Jay-Roy Grot";"4521";"122";"130"
"Andrea Barberis";"4522";"122";"132"
"Issiaga Sylla";"4523";"122";"130"
"Antonio Mirante";"4524";"122";"143"
"Ilja Lantratov";"4525";"122";"126"
"Stefano Sturaro";"4526";"122";"139"
"Ian Mackay";"4527";"122";"129"
"Valerio Verre";"4528";"122";"135"
"Sabin Merino";"4529";"122";"130"
"Abdou Harroui";"4530";"122";"135"
"Yeom Ki-Hun";"4531";"122";"139"
"Matteo Bianchetti";"4532";"122";"129"
"Christos Tzolis";"4533";"122";"-8"
"Gastón Álvarez Suárez";"4534";"122";"122"
"Néstor Vidrio";"4535";"122";"134"
"Fernando Navarro";"4536";"122";"132"
"Ulises Dávila";"4537";"122";"126"
"Tom Lawrence";"4538";"122";"139"
"Elye Wahi";"4539";"122";"-85"
"Lucas Gourna-Douath";"4540";"122";"-85"
"Fabricio Domínguez";"4541";"122";"129"
"Ben Osborn";"4542";"122";"131"
"Adrien Truffert";"4543";"122";"-8"
"George Honeyman";"4544";"122";"124"
"Kiliann Sildillia";"4545";"122";"-8"
"Rúben Lameiras";"4546";"122";"130"
"Ramiro Ruiz Rodríguez";"4547";"122";"134"
"Enzo Loiodice";"4548";"122";"143"
"Melvin Bard";"4549";"122";"147"
"Nicolas Raskin";"4550";"122";"145"
"Steve Rouiller";"4551";"122";"125"
"Jorge Hernández";"4552";"122";"136"
"Hiram Mier";"4553";"122";"134"
"Lee Nicholls";"4554";"122";"130"
"Julio González";"4555";"122";"132"
"Vladimir Loroña";"4556";"122";"144"
"Junior Stanislas";"4557";"122";"143"
"Facundo Mura";"4558";"122";"134"
"Andrés Iniestra";"4559";"122";"140"
"Mauro Laínez";"4560";"122";"132"
"Alan";"4561";"122";"142"
"Apodi";"4562";"122";"133"
"Francis Amuzu";"4563";"122";"133"
"Scott Wharton";"4564";"122";"135"
"Leonel López";"4565";"122";"130"
"Gum";"4566";"122";"135"
"Rafael Martins";"4567";"122";"128"
"Seny Dieng";"4568";"122";"135"
"Jonathan Kodjia";"4569";"122";"130"
"Renan Ribeiro";"4570";"122";"134"
"Anfernee Dijksteel";"4571";"122";"132"
"Benji Siegrist";"4572";"122";"130"
"José David Ramírez";"4573";"122";"135"
"Mohamed Abdelmonem";"4574";"122";"150"
"Lois Openda";"4575";"122";"140"
"Hannes Delcroix";"4576";"122";"145"
"Davy Roef";"4577";"122";"122"
"Merlin Röhl";"4578";"122";"-75"
"Reda Khadra";"4579";"122";"140"
"Dmytro Ivanisenya";"4580";"122";"124"
"Kevin Rüegg";"4581";"122";"139"
"Allahyar Sayyadmanesh";"4582";"122";"147"
"Maxime Lestienne";"4583";"122";"135"
"Nikola Vukčević";"4584";"122";"141"
"Leo Štulac";"4585";"122";"130"
"Yann-Aurel Bisseck";"4586";"122";"145"
"Dino Hotić";"4587";"122";"130"
"Can Bozdogan";"4588";"122";"138"
"Kai Wagner";"4589";"122";"129"
"Maximiliano Romero";"4590";"122";"140"
"Nicolas Kühn";"4591";"122";"139"
"Adama Diomandé";"4592";"122";"125"
